opened_by,contact_type,location,category,subcategory,u_symptom,assignment_group,reassignment_required,opened_at_dt,opened_hour,opened_day_of_week,opened_month,opened_is_weekend,impact_encoded,urgency_encoded,priority_encoded
Opened by  433,Phone,Location 204,Category 45,Subcategory 220,,Group 66,0,2016-02-29 21:44:00,21,0,2,0,2,2,2
Opened by  305,Phone,Location 161,Category 53,Subcategory 80,,Group 56,1,2016-02-29 21:54:00,21,0,2,0,2,2,2
Opened by  239,Phone,Location 15,Category 45,Subcategory 229,Symptom 189,Group 12,1,2016-02-29 22:20:00,22,0,2,0,2,2,2
Opened by  305,Phone,Location 143,Category 40,Subcategory 215,,Group 70,0,2016-02-29 23:36:00,23,0,2,0,2,2,2
Opened by  305,Phone,Location 204,Category 9,Subcategory 164,Symptom 571,Group 25,1,2016-02-29 23:53:00,23,0,2,0,2,2,2
Opened by  443,Phone,Location 143,Category 37,Subcategory 123,,Group 46,1,2016-03-01 01:22:00,1,1,3,0,2,2,2
Opened by  443,Phone,Location 143,Category 45,Subcategory 29,Symptom 7,Group 55,1,2016-03-01 01:31:00,1,1,3,0,2,2,2
Opened by  443,Phone,Location 161,Category 53,Subcategory 130,Symptom 4,Group 24,0,2016-03-01 01:36:00,1,1,3,0,2,2,2
Opened by  443,Phone,Location 161,Category 45,Subcategory 94,,Group 33,0,2016-03-01 01:42:00,1,1,3,0,2,2,2
Opened by  443,Phone,Location 143,Category 37,Subcategory 123,Symptom 509,Group 48,0,2016-03-01 01:49:00,1,1,3,0,2,2,2
Opened by  443,Phone,Location 161,Category 37,Subcategory 135,,Group 49,1,2016-03-01 02:30:00,2,1,3,0,2,2,2
Opened by  443,Phone,Location 143,Category 63,Subcategory 164,,Group 56,1,2016-03-01 02:56:00,2,1,3,0,2,2,2
Opened by  390,Phone,Location 125,Category 40,Subcategory 215,,Group 70,0,2016-03-01 03:57:00,3,1,3,0,2,2,2
Opened by  443,Phone,Location 204,Category 45,Subcategory 29,Symptom 470,Group 70,0,2016-03-01 05:04:00,5,1,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 9,Subcategory 164,Symptom 472,Group 25,1,2016-03-01 06:05:00,6,1,3,0,2,2,2
Opened by  131,Phone,Location 161,Category 53,Subcategory 303,Symptom 607,Group 70,1,2016-03-01 07:09:00,7,1,3,0,2,2,2
Opened by  180,Phone,Location 54,Category 23,Subcategory 75,Symptom 6,Group 70,1,2016-03-01 07:42:00,7,1,3,0,2,2,2
Opened by  24,Phone,Location 241,Category 53,Subcategory 83,Symptom 4,Group 24,0,2016-03-01 07:55:00,7,1,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 23,Subcategory 75,Symptom 4,Group 28,0,2016-03-01 07:56:00,7,1,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 53,Subcategory 168,Symptom 4,Group 70,1,2016-03-01 08:00:00,8,1,3,0,2,2,2
Opened by  24,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-01 08:02:00,8,1,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 55,Subcategory 170,Symptom 315,Group 70,1,2016-03-01 08:10:00,8,1,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 51,Subcategory 25,Symptom 4,Group 25,0,2016-03-01 08:18:00,8,1,3,0,3,2,3
Opened by  501,Phone,Location 143,Category 45,Subcategory 150,Symptom 580,Group 67,1,2016-03-01 08:21:00,8,1,3,0,2,2,2
Opened by  24,Phone,Location 128,Category 43,Subcategory 105,Symptom 4,Group 43,1,2016-03-01 08:27:00,8,1,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 37,Subcategory 123,Symptom 529,Group 70,1,2016-03-01 08:28:00,8,1,3,0,1,1,1
Opened by  40,Phone,Location 93,Category 53,Subcategory 271,Symptom 470,Group 70,1,2016-03-01 08:29:00,8,1,3,0,2,2,2
Opened by  180,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,Group 70,0,2016-03-01 08:30:00,8,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 45,Subcategory 29,,Group 55,0,2016-03-01 08:35:00,8,1,3,0,2,2,2
Opened by  40,Phone,Location 96,Category 45,Subcategory 200,Symptom 571,Group 55,1,2016-03-01 08:35:00,8,1,3,0,3,3,4
Opened by  180,Phone,Location 143,Category 20,Subcategory 103,Symptom 470,Group 28,0,2016-03-01 08:37:00,8,1,3,0,2,2,2
Opened by  24,Phone,Location 204,Category 20,Subcategory 125,Symptom 6,Group 69,1,2016-03-01 08:40:00,8,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 22,Subcategory 277,,Group 72,0,2016-03-01 08:42:00,8,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 53,Subcategory 271,Symptom 470,Group 70,1,2016-03-01 08:45:00,8,1,3,0,2,2,2
Opened by  131,Phone,Location 108,Category 19,Subcategory 4,Symptom 134,Group 70,1,2016-03-01 08:48:00,8,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 32,Subcategory 9,,Group 72,0,2016-03-01 08:52:00,8,1,3,0,2,2,2
Opened by  40,Phone,Location 161,Category 53,Subcategory 114,Symptom 583,Group 66,0,2016-03-01 08:53:00,8,1,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 61,Subcategory 164,Symptom 315,Group 70,1,2016-03-01 08:53:00,8,1,3,0,1,1,1
Opened by  180,Phone,Location 249,Category 45,Subcategory 223,Symptom 4,Group 70,0,2016-03-01 08:55:00,8,1,3,0,2,2,2
Opened by  131,Phone,Location 108,Category 45,Subcategory 200,Symptom 609,Group 70,1,2016-03-01 08:59:00,8,1,3,0,1,1,1
Opened by  180,Phone,Location 108,Category 9,Subcategory 164,Symptom 609,Group 70,1,2016-03-01 09:00:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 23,Subcategory 75,Symptom 4,Group 70,0,2016-03-01 09:02:00,9,1,3,0,2,2,2
Opened by  24,Phone,Location 91,Category 40,Subcategory 44,Symptom 208,Group 54,1,2016-03-01 09:03:00,9,1,3,0,2,2,2
Opened by  40,Phone,Location 108,Category 45,Subcategory 223,Symptom 470,Group 70,0,2016-03-01 09:06:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 20,Subcategory 103,Symptom 470,Group 25,0,2016-03-01 09:08:00,9,1,3,0,3,2,3
Opened by  131,Phone,Location 204,Category 37,Subcategory 189,Symptom 87,Group 70,1,2016-03-01 09:10:00,9,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 45,Subcategory 29,,Group 55,0,2016-03-01 09:11:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 170,Category 23,Subcategory 3,Symptom 6,Group 70,1,2016-03-01 09:13:00,9,1,3,0,2,2,2
Opened by  24,Phone,Location 161,Category 34,Subcategory 112,Symptom 121,Group 24,0,2016-03-01 09:14:00,9,1,3,0,2,2,2
Opened by  131,Phone,Location 51,Category 9,Subcategory 164,Symptom 583,Group 30,0,2016-03-01 09:15:00,9,1,3,0,1,1,1
Opened by  180,Phone,Location 204,Category 45,Subcategory 223,Symptom 6,Group 70,0,2016-03-01 09:16:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 53,Subcategory 78,,Group 70,1,2016-03-01 09:18:00,9,1,3,0,2,2,2
Opened by  512,Phone,Location 204,Category 42,Subcategory 224,Symptom 224,Group 31,0,2016-03-01 09:19:00,9,1,3,0,3,3,4
Opened by  180,Phone,Location 161,Category 9,Subcategory 164,Symptom 473,Group 24,0,2016-03-01 09:22:00,9,1,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,Group 70,1,2016-03-01 09:23:00,9,1,3,0,1,1,1
Opened by  131,Phone,Location 143,Category 53,Subcategory 303,Symptom 134,Group 70,1,2016-03-01 09:28:00,9,1,3,0,2,2,2
Opened by  40,Phone,Location 128,Category 53,Subcategory 271,Symptom 470,Group 70,1,2016-03-01 09:29:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 208,Category 61,Subcategory 164,Symptom 121,Group 25,1,2016-03-01 09:31:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 93,Category 53,Subcategory 168,,Group 23,0,2016-03-01 09:36:00,9,1,3,0,2,2,2
Opened by  131,Phone,Location 46,Category 24,Subcategory 164,Symptom 315,Group 70,1,2016-03-01 09:36:00,9,1,3,0,2,2,2
Opened by  40,Phone,Location 93,Category 24,Subcategory 164,Symptom 571,Group 70,1,2016-03-01 09:36:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 37,Subcategory 135,,Group 10,1,2016-03-01 09:41:00,9,1,3,0,2,2,2
Opened by  40,Phone,Location 36,Category 53,Subcategory 271,Symptom 470,Group 70,0,2016-03-01 09:42:00,9,1,3,0,2,2,2
Opened by  131,Phone,Location 162,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-01 09:42:00,9,1,3,0,2,2,2
Opened by  461,Phone,Location 93,Category 45,Subcategory 94,,Group 33,1,2016-03-01 09:43:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 143,Category 24,Subcategory 164,Symptom 474,Group 28,0,2016-03-01 09:44:00,9,1,3,0,3,2,3
Opened by  24,Phone,Location 93,Category 45,Subcategory 47,Symptom 470,Group 70,1,2016-03-01 09:45:00,9,1,3,0,2,2,2
Opened by  501,Phone,Location 143,Category 23,Subcategory 3,Symptom 471,Group 28,1,2016-03-01 09:46:00,9,1,3,0,1,1,1
Opened by  62,Phone,Location 108,Category 53,Subcategory 303,Symptom 580,Group 70,1,2016-03-01 09:47:00,9,1,3,0,2,2,2
Opened by  501,Phone,Location 143,Category 61,Subcategory 283,Symptom 112,Group 10,1,2016-03-01 09:50:00,9,1,3,0,2,2,2
Opened by  131,Phone,Location 108,Category 53,Subcategory 303,Symptom 486,Group 27,0,2016-03-01 09:54:00,9,1,3,0,1,1,1
Opened by  180,Phone,Location 143,Category 26,Subcategory 175,Symptom 470,Group 28,0,2016-03-01 09:55:00,9,1,3,0,3,2,3
Opened by  501,Phone,Location 143,Category 9,Subcategory 164,Symptom 529,Group 10,1,2016-03-01 09:56:00,9,1,3,0,2,2,2
Opened by  301,Phone,Location 143,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-01 09:57:00,9,1,3,0,2,2,2
Opened by  180,Phone,Location 108,Category 23,Subcategory 75,Symptom 4,Group 72,0,2016-03-01 10:01:00,10,1,3,0,2,2,2
Opened by  24,Phone,Location 161,Category 32,Subcategory 9,Symptom 4,Group 70,0,2016-03-01 10:04:00,10,1,3,0,2,2,2
Opened by  301,Phone,Location 108,Category 32,Subcategory 9,,Group 70,0,2016-03-01 10:10:00,10,1,3,0,2,2,2
Opened by  180,Phone,Location 161,Category 40,Subcategory 44,Symptom 470,Group 70,0,2016-03-01 10:10:00,10,1,3,0,2,2,2
Opened by  131,Phone,Location 91,Category 53,Subcategory 303,Symptom 126,Group 70,1,2016-03-01 10:11:00,10,1,3,0,1,1,1
Opened by  24,Phone,Location 204,Category 34,Subcategory 154,Symptom 102,Group 20,1,2016-03-01 10:12:00,10,1,3,0,2,2,2
Opened by  536,Phone,Location 165,Category 30,Subcategory 175,Symptom 563,Group 54,1,2016-03-01 10:14:00,10,1,3,0,2,2,2
Opened by  9,Phone,Location 204,Category 55,Subcategory 170,Symptom 107,Group 65,0,2016-03-01 10:16:00,10,1,3,0,2,3,3
Opened by  131,Phone,Location 108,Category 53,Subcategory 114,Symptom 6,Group 70,1,2016-03-01 10:16:00,10,1,3,0,2,2,2
Opened by  536,Phone,Location 165,Category 30,Subcategory 175,,Group 24,1,2016-03-01 10:16:00,10,1,3,0,2,2,2
,Phone,Location 93,Category 9,Subcategory 164,Symptom 4,Group 23,1,2016-03-01 10:22:00,10,1,3,0,2,2,2
Opened by  40,Phone,Location 36,Category 53,Subcategory 271,Symptom 594,Group 54,0,2016-03-01 10:23:00,10,1,3,0,2,2,2
Opened by  501,Phone,Location 204,Category 24,Subcategory 164,Symptom 117,Group 25,0,2016-03-01 10:23:00,10,1,3,0,2,2,2
Opened by  131,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-01 10:27:00,10,1,3,0,1,1,1
Opened by  226,Phone,Location 204,Category 35,Subcategory 132,Symptom 404,Group 30,1,2016-03-01 10:34:00,10,1,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 9,Subcategory 164,Symptom 4,Group 70,1,2016-03-01 10:35:00,10,1,3,0,1,1,1
Opened by  301,Phone,Location 204,Category 32,Subcategory 9,,Group 70,0,2016-03-01 10:36:00,10,1,3,0,2,2,2
Opened by  40,Phone,Location 143,Category 53,Subcategory 271,,Group 70,1,2016-03-01 10:38:00,10,1,3,0,2,2,2
Opened by  180,Phone,Location 9,Category 23,Subcategory 3,Symptom 470,Group 70,1,2016-03-01 10:39:00,10,1,3,0,2,2,2
Opened by  131,Phone,Location 161,Category 9,Subcategory 164,Symptom 4,Group 70,1,2016-03-01 10:39:00,10,1,3,0,2,2,2
Opened by  301,Phone,Location 51,Category 44,Subcategory 54,,Group 25,1,2016-03-01 10:43:00,10,1,3,0,2,2,2
Opened by  24,Phone,Location 128,Category 53,Subcategory 194,Symptom 6,Group 70,1,2016-03-01 10:46:00,10,1,3,0,2,2,2
,Phone,Location 161,Category 20,Subcategory 125,Symptom 418,Group 70,1,2016-03-01 10:47:00,10,1,3,0,2,2,2
Opened by  62,Phone,Location 108,Category 53,Subcategory 303,Symptom 580,Group 28,1,2016-03-01 10:49:00,10,1,3,0,2,2,2
Opened by  40,Phone,Location 93,Category 53,Subcategory 271,,Group 70,1,2016-03-01 10:53:00,10,1,3,0,2,2,2
Opened by  131,Phone,Location 153,Category 9,Subcategory 52,Symptom 607,Group 70,1,2016-03-01 10:54:00,10,1,3,0,2,2,2
Opened by  301,Phone,Location 108,Category 45,Subcategory 223,,Group 55,0,2016-03-01 10:57:00,10,1,3,0,2,2,2
Opened by  131,Phone,Location 93,Category 53,Subcategory 114,Symptom 605,Group 70,1,2016-03-01 11:00:00,11,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 45,Subcategory 208,,Group 39,0,2016-03-01 11:01:00,11,1,3,0,2,2,2
Opened by  301,Phone,Location 117,Category 37,Subcategory 135,,Group 24,1,2016-03-01 11:03:00,11,1,3,0,2,2,2
Opened by  501,Phone,Location 161,Category 26,Subcategory 164,Symptom 116,Group 12,1,2016-03-01 11:04:00,11,1,3,0,1,1,1
Opened by  24,Phone,Location 204,Category 61,Subcategory 164,Symptom 208,Group 70,1,2016-03-01 11:07:00,11,1,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-01 11:08:00,11,1,3,0,1,1,1
Opened by  301,Phone,Location 55,Category 26,Subcategory 175,,Group 70,1,2016-03-01 11:10:00,11,1,3,0,2,2,2
Opened by  62,Phone,Location 46,Category 42,Subcategory 224,Symptom 470,Group 70,0,2016-03-01 11:17:00,11,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 20,Subcategory 103,Symptom 4,Group 70,1,2016-03-01 11:17:00,11,1,3,0,2,2,2
Opened by  131,Phone,Location 162,Category 37,Subcategory 189,Symptom 607,Group 70,1,2016-03-01 11:17:00,11,1,3,0,2,2,2
Opened by  24,Phone,Location 143,Category 53,Subcategory 168,Symptom 246,Group 28,0,2016-03-01 11:19:00,11,1,3,0,2,2,2
Opened by  40,Phone,Location 143,Category 53,Subcategory 271,Symptom 470,Group 70,1,2016-03-01 11:20:00,11,1,3,0,2,2,2
Opened by  301,Phone,Location 204,Category 26,Subcategory 175,,Group 25,0,2016-03-01 11:21:00,11,1,3,0,2,2,2
Opened by  180,Phone,Location 108,Category 26,Subcategory 175,Symptom 4,Group 70,1,2016-03-01 11:22:00,11,1,3,0,2,2,2
,Phone,Location 204,Category 61,Subcategory 16,Symptom 121,Group 73,0,2016-03-01 11:22:00,11,1,3,0,2,2,2
Opened by  131,Phone,Location 51,Category 53,Subcategory 168,Symptom 607,Group 70,1,2016-03-01 11:22:00,11,1,3,0,2,2,2
Opened by  180,Phone,Location 204,Category 53,Subcategory 303,Symptom 4,Group 70,1,2016-03-01 11:26:00,11,1,3,0,2,2,2
,Phone,Location 204,Category 9,Subcategory 164,Symptom 470,Group 23,0,2016-03-01 11:26:00,11,1,3,0,2,2,2
Opened by  381,Phone,Location 218,Category 32,Subcategory 9,Symptom 470,Group 70,0,2016-03-01 11:31:00,11,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 45,Subcategory 200,,Group 39,0,2016-03-01 11:32:00,11,1,3,0,2,3,3
Opened by  301,Phone,Location 204,Category 23,Subcategory 3,,Group 25,0,2016-03-01 11:33:00,11,1,3,0,2,2,2
Opened by  316,Phone,Location 143,Category 55,Subcategory 170,Symptom 4,Group 56,1,2016-03-01 11:35:00,11,1,3,0,1,1,1
Opened by  433,Phone,Location 51,Category 45,Subcategory 200,,Group 39,0,2016-03-01 11:36:00,11,1,3,0,2,3,3
Opened by  180,Phone,Location 93,Category 26,Subcategory 175,Symptom 4,Group 70,1,2016-03-01 11:36:00,11,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 43,Subcategory 105,,Group 39,0,2016-03-01 11:39:00,11,1,3,0,2,2,2
Opened by  501,Phone,Location 93,Category 53,Subcategory 168,Symptom 563,Group 23,0,2016-03-01 11:40:00,11,1,3,0,2,2,2
Opened by  40,Phone,Location 143,Category 53,Subcategory 271,,Group 70,1,2016-03-01 11:40:00,11,1,3,0,2,2,2
Opened by  301,Phone,Location 204,Category 32,Subcategory 9,,Group 70,0,2016-03-01 11:49:00,11,1,3,0,2,2,2
Opened by  120,Phone,Location 204,Category 45,Subcategory 229,Symptom 208,Group 15,0,2016-03-01 11:51:00,11,1,3,0,3,3,4
Opened by  168,Phone,Location 161,Category 34,Subcategory 151,Symptom 208,Group 24,0,2016-03-01 11:53:00,11,1,3,0,2,2,2
Opened by  9,Phone,Location 111,Category 55,Subcategory 170,Symptom 238,Group 65,0,2016-03-01 11:56:00,11,1,3,0,3,3,4
Opened by  62,Phone,Location 204,Category 42,Subcategory 224,Symptom 470,Group 70,0,2016-03-01 11:56:00,11,1,3,0,2,2,2
Opened by  301,Phone,Location 204,Category 61,Subcategory 164,,Group 25,1,2016-03-01 11:59:00,11,1,3,0,2,2,2
Opened by  131,Phone,Location 161,Category 20,Subcategory 125,Symptom 607,Group 70,1,2016-03-01 12:01:00,12,1,3,0,2,2,2
Opened by  301,Phone,Location 204,Category 34,Subcategory 162,,Group 25,1,2016-03-01 12:04:00,12,1,3,0,2,2,2
,Phone,Location 143,Category 37,Subcategory 135,Symptom 257,Group 48,0,2016-03-01 12:05:00,12,1,3,0,3,3,4
Opened by  131,Phone,Location 108,Category 53,Subcategory 303,Symptom 387,Group 70,1,2016-03-01 12:06:00,12,1,3,0,1,1,1
Opened by  301,Phone,Location 204,Category 34,Subcategory 112,,Group 25,1,2016-03-01 12:07:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:09:00,12,1,3,0,2,2,2
Opened by  301,Phone,Location 51,Category 42,Subcategory 31,Symptom 276,Group 12,1,2016-03-01 12:09:00,12,1,3,0,3,3,4
Opened by  503,Phone,Location 204,Category 31,Subcategory 176,Symptom 494,Group 20,1,2016-03-01 12:11:00,12,1,3,0,2,2,2
Opened by  24,Phone,Location 108,Category 32,Subcategory 9,Symptom 4,Group 70,1,2016-03-01 12:12:00,12,1,3,0,2,2,2
Opened by  131,Phone,Location 204,Category 20,Subcategory 103,Symptom 387,Group 70,1,2016-03-01 12:12:00,12,1,3,0,1,1,1
Opened by  386,Phone,Location 143,Category 37,Subcategory 135,,Group 48,0,2016-03-01 12:19:00,12,1,3,0,2,2,2
Opened by  55,Phone,Location 204,Category 32,Subcategory 9,,Group 70,0,2016-03-01 12:19:00,12,1,3,0,2,2,2
Opened by  301,Phone,Location 93,Category 32,Subcategory 9,,Group 70,0,2016-03-01 12:27:00,12,1,3,0,2,2,2
Opened by  503,Phone,,,,,,1,2016-03-01 12:27:00,12,1,3,0,1,2,1
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:27:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:29:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:31:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:32:00,12,1,3,0,2,2,2
Opened by  131,Phone,Location 143,Category 24,Subcategory 164,Symptom 4,Group 70,1,2016-03-01 12:33:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:34:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:35:00,12,1,3,0,2,2,2
Opened by  55,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,Group 67,0,2016-03-01 12:36:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:37:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:39:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 51,Category 19,Subcategory 289,,Group 30,0,2016-03-01 12:40:00,12,1,3,0,2,2,2
Opened by  24,Phone,Location 204,Category 53,Subcategory 13,Symptom 571,Group 25,0,2016-03-01 12:43:00,12,1,3,0,2,2,2
Opened by  301,Phone,Location 96,Category 51,Subcategory 301,,Group 12,1,2016-03-01 12:43:00,12,1,3,0,2,2,2
Opened by  131,Phone,Location 161,Category 45,Subcategory 200,Symptom 4,Group 70,0,2016-03-01 12:43:00,12,1,3,0,2,2,2
Opened by  386,Phone,Location 161,Category 37,Subcategory 135,Symptom 13,Group 49,1,2016-03-01 12:46:00,12,1,3,0,2,2,2
Opened by  24,Phone,Location 249,Category 32,Subcategory 9,Symptom 4,Group 70,0,2016-03-01 12:49:00,12,1,3,0,2,2,2
Opened by  501,Phone,Location 93,Category 45,Subcategory 223,,Group 67,1,2016-03-01 12:50:00,12,1,3,0,2,2,2
Opened by  240,Phone,Location 161,Category 32,Subcategory 9,Symptom 4,Group 64,0,2016-03-01 12:54:00,12,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 61,Subcategory 164,Symptom 114,Group 73,0,2016-03-01 13:03:00,13,1,3,0,2,2,2
Opened by  386,Phone,Location 51,Category 53,Subcategory 168,,Group 70,1,2016-03-01 13:09:00,13,1,3,0,2,2,2
Opened by  9,Phone,Location 161,Category 55,Subcategory 170,,Group 65,0,2016-03-01 13:10:00,13,1,3,0,3,3,4
Opened by  228,Phone,Location 117,Category 15,Subcategory 135,Symptom 13,Group 49,1,2016-03-01 13:13:00,13,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 9,Subcategory 164,Symptom 571,Group 70,1,2016-03-01 13:13:00,13,1,3,0,2,2,2
Opened by  301,Phone,Location 96,Category 51,Subcategory 301,,Group 12,1,2016-03-01 13:23:00,13,1,3,0,2,2,2
Opened by  221,Phone,Location 51,Category 53,Subcategory 303,Symptom 387,Group 70,1,2016-03-01 13:23:00,13,1,3,0,1,2,1
Opened by  301,Phone,Location 96,Category 45,Subcategory 223,,Group 55,1,2016-03-01 13:25:00,13,1,3,0,3,3,4
Opened by  55,Phone,Location 204,Category 45,Subcategory 223,Symptom 470,Group 70,0,2016-03-01 13:25:00,13,1,3,0,2,2,2
Opened by  55,Phone,Location 143,Category 23,Subcategory 75,Symptom 4,Group 70,1,2016-03-01 13:32:00,13,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 8,Subcategory 291,,Group 70,1,2016-03-01 13:33:00,13,1,3,0,2,2,2
Opened by  221,Phone,Location 108,Category 53,Subcategory 303,Symptom 4,Group 70,1,2016-03-01 13:33:00,13,1,3,0,2,2,2
Opened by  433,Phone,Location 51,Category 45,Subcategory 200,,Group 39,0,2016-03-01 13:37:00,13,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 53,Subcategory 271,,Group 70,1,2016-03-01 13:41:00,13,1,3,0,3,2,3
Opened by  228,Phone,Location 161,Category 37,Subcategory 135,Symptom 495,Group 49,0,2016-03-01 13:42:00,13,1,3,0,2,2,2
Opened by  386,Phone,Location 161,Category 32,Subcategory 9,,Group 70,0,2016-03-01 13:46:00,13,1,3,0,2,2,2
Opened by  40,Phone,Location 204,Category 42,Subcategory 106,,Group 70,1,2016-03-01 13:48:00,13,1,3,0,2,2,2
Opened by  155,Phone,Location 71,Category 32,Subcategory 9,,Group 23,0,2016-03-01 13:52:00,13,1,3,0,2,2,2
Opened by  40,Phone,Location 161,Category 34,Subcategory 154,Symptom 102,Group 24,0,2016-03-01 13:58:00,13,1,3,0,2,2,2
Opened by  386,Phone,Location 143,Category 23,Subcategory 75,,Group 70,0,2016-03-01 14:00:00,14,1,3,0,2,2,2
Opened by  55,Phone,Location 204,Category 55,Subcategory 170,Symptom 4,Group 65,0,2016-03-01 14:01:00,14,1,3,0,2,2,2
Opened by  386,Phone,Location 33,Category 42,Subcategory 31,,Group 70,1,2016-03-01 14:04:00,14,1,3,0,2,2,2
Opened by  301,Phone,Location 143,Category 51,Subcategory 301,,Group 70,1,2016-03-01 14:07:00,14,1,3,0,2,2,2
Opened by  386,Phone,Location 204,Category 42,Subcategory 31,,Group 70,1,2016-03-01 14:10:00,14,1,3,0,2,2,2
